name,address,city,state,postal_code,latitude,longitude,stars,review_count,weekday_hours,weekend_hours,RestaurantsDelivery,OutdoorSeating,BusinessAcceptsCreditCards,BikeParking,RestaurantsPriceRange2,RestaurantsTakeOut,Caters,RestaurantsReservations,GoodForKids,RestaurantsGoodForGroups,HasTV,WiFi_'no',WiFi_'paid',WiFi_None,WiFi_u'free',WiFi_u'no',WiFi_u'paid',Alcohol_'full_bar',Alcohol_'none',Alcohol_None,Alcohol_u'beer_and_wine',Alcohol_u'full_bar',Alcohol_u'none',RestaurantsAttire_'dressy',RestaurantsAttire_'formal',RestaurantsAttire_None,RestaurantsAttire_u'casual',RestaurantsAttire_u'dressy',RestaurantsAttire_u'formal',NoiseLevel_'loud',NoiseLevel_'quiet',NoiseLevel_'very_loud',NoiseLevel_None,NoiseLevel_u'average',NoiseLevel_u'loud',NoiseLevel_u'quiet',NoiseLevel_u'very_loud',categories_list
The Smiling Elephant,2213 8th Ave S,Nashville,TN,37204,36.1294297,-86.7784958,4.0,604,37.0,10.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Thai', 'Chinese', 'Seafood']"
Cracker Barrel Old Country Store,1215 E Lancaster Ave,Downingtown,PA,19335,40.020977,-75.670493,3.0,86,39.0,16.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Desserts', 'American (New)', 'Breakfast & Brunch', 'Comfort Food', 'Southern', 'American (Traditional)']"
Tropical Smoothie Cafe - Sun City,"3726 Sun City Center Blvd, Ste 103",Sun City,FL,33573,27.7137421967,-82.3722080584,3.0,18,39.0,16.0,1,0,1,0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Juice Bars & Smoothies', 'Sandwiches', 'Wraps']"
Jake's Wayback Burgers,369 W Lancaster Ave,Radnor,PA,19087,40.0446616,-75.3985882,3.0,18,50.0,19.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,['Burgers']
KFC,5367 Ehrlich Rd,Tampa,FL,33625,28.0832941602,-82.5424863847,1.5,19,50.0,20.0,1,0,1,0,1.0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Chicken Shop', 'Fast Food', 'Chicken Wings']"
Amish Country Market At The Feed Mill,7280 Nolensville Rd,Nolensville,TN,37135,35.9539551,-86.6700407,4.0,69,45.0,19.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Bakeries', 'Farmers Market', 'Breakfast & Brunch', 'Specialty Food', 'Cheese Shops']"
Ricky's All Day Grill,140 Street Albert Road,St Albert,AB,T8N 7C8,53.620257,-113.61168,3.0,16,43.0,18.0,1,1,0,1,2.0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Canadian (New)', 'American (New)']"
Las Palmas Mexican Restaurant,1905 Hayes St,Nashville,TN,37203,36.1529191,-86.7984549,3.5,158,46.0,19.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Mexican']
Sonic Drive-In,745 W Highway 50,O'fallon,IL,62269,38.5881713,-89.9271964,1.5,30,39.0,16.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Burgers', 'Ice Cream & Frozen Yogurt', 'Fast Food']"
Shark Tales,677 75th Ave,St Pete Beach,FL,33706,27.7410758,-82.7541737,3.0,96,40.0,16.0,1,1,1,1,2.0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Nightlife', 'American (New)', 'Seafood', 'Bars', 'American (Traditional)', 'Hot Dogs']"
Waffle House,108 Enterprise Blvd,La Vergne,TN,37086,35.9988587,-86.5977349,3.5,15,35.0,14.0,1,0,1,0,2.0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Waffles', 'American (Traditional)', 'Fast Food', 'Breakfast & Brunch', 'Diners', 'American (New)']"
Caplinger's Fresh Catch,7620 S Meridian St,Indianapolis,IN,46217,39.6552124,-86.1587917,4.0,43,45.0,9.0,0,0,0,0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Fish & Chips', 'Seafood Markets', 'Seafood', 'Specialty Food']"
Fiesta Azteca,1925 Madison Square Blvd,La Vergne,TN,37086,36.0216657173,-86.5784608573,4.0,15,46.0,18.0,1,1,1,1,2.0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,['Mexican']
Ka'Chi,,West Chester,PA,19383,39.9506815,-75.6011672,3.5,16,43.0,18.0,1,0,1,1,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Korean', 'Street Vendors', 'Food Trucks']"
Companion Ladue Cafe,9781 Clayton Rd,Saint Louis,MO,63124,38.6385628,-90.3902411,4.0,160,40.0,16.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Bakeries', 'Sandwiches', 'Soup']"
Mommy Telly's Famous BBQ,23 N 33rd St,Philadelphia,PA,19104,39.9565322,-75.1891783,5.0,14,45.0,0.0,1,0,0,0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Food Trucks', 'Barbeque', 'Filipino']"
Papillon Cafe,254 N Sycamore St,Newtown,PA,18940,40.2352761,-74.9377285,3.0,11,40.0,18.0,1,1,1,0,2.0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['French', 'Bakeries', 'Cafes', 'Kosher']"
Wendy's,3413 Horizon Blvd,Trevose,PA,19053,40.135572,-74.965661,1.5,17,43.0,18.0,1,1,1,0,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Burgers', 'Fast Food']"
Guru's Indian Cuisine,203 N Sycamore St,Newtown,PA,18940,40.2328315,-74.9375601,4.5,356,35.0,19.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,['Indian']
Chick-fil-A,6203 N Illinois St,Fairview Heights,IL,62208,38.5899403,-89.985405,4.5,78,41.0,17.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Fast Food', 'Chicken Shop']"
Jet Rock Bar and Grill,7250 Tucson Blvd,Tucson,AZ,85756,32.12028,-110.937725,2.0,11,43.0,18.0,1,1,1,1,2.0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,['American (New)']
HipCityVeg,127 S 18th St,Philadelphia,PA,19103,39.950774,-75.170397,4.0,1082,45.0,18.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Burgers', 'Vegetarian', 'Vegan']"
Boston Market,1847 Enterprise Rd E,Safety Harbor,FL,34695,28.0124836935,-82.7084732,3.0,21,45.0,18.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['American (Traditional)', 'Comfort Food', 'Sandwiches', 'Chicken Shop']"
Wawa,4555 New Linden Hill Rd,Wilmington,DE,19808,39.7352988,-75.6912922,3.0,10,35.0,14.0,1,1,1,0,1.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Coffee & Tea', 'Sandwiches', 'Delis']"
Subway,1012 Wilmington Ave,Wilmington,DE,19805,39.7424677,-75.5762368,2.5,7,43.0,18.0,1,1,1,0,1.0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Sandwiches', 'Fast Food']"
Foods On First,1429 Arch St,Philadelphia,PA,19102,39.954879,-75.1644704,3.5,96,40.0,16.0,1,0,1,0,1.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Sandwiches', 'Cheesesteaks', 'Diners', 'American (Traditional)', 'Breakfast & Brunch']"
Ali Baba,732 Saint Peter St,New Orleans,LA,70116,29.9583113,-90.0655086,4.0,80,43.0,18.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Middle Eastern', 'Mediterranean', 'Greek']"
Fresh Express,"Silver Legacy Resort Casino, 407 N Virginia St",Reno,NV,89501,39.5304383,-119.8147424,3.5,12,43.0,18.0,1,1,1,0,1.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Food Stands', 'Chinese', 'American (Traditional)']"
Village Inn,8602 N Dale Mabry Hwy,Tampa,FL,33614,28.0294021,-82.5054335,3.0,64,40.0,14.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['American (Traditional)', 'Breakfast & Brunch']"
McDonald's,2951 Hwy 90,Avondale,LA,70094,29.9091675264,-90.2043836564,1.0,10,35.0,14.0,1,0,0,0,1.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Sandwiches', 'Coffee & Tea', 'Burgers', 'Fast Food']"
Firetruck Brewing,"9630 N Oracle Rd, Ste 110",Oro Valley,AZ,85704,32.3815966,-110.9631344676,3.5,51,43.0,18.0,1,1,1,1,2.0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Barbeque', 'Breweries', 'Gastropubs', 'Burgers', 'Brewpubs']"
African Small Pot,6505 Woodland Ave,Philadelphia,PA,19142,39.9255169287,-75.2345210196,4.0,49,35.0,14.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Senegalese', 'African']"
Harry & Izzy's,153 S Illinois St,Indianapolis,IN,46225,39.7645705993,-86.1596685387,4.0,895,43.0,18.0,1,1,1,1,3.0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['American (Traditional)', 'Nightlife', 'American (New)', 'Bars', 'Steakhouses']"
Treasure Valley Coffee - Boise,11875 W President Dr,Boise,ID,83713,43.6105116,-116.329738,4.0,42,45.0,8.0,0,1,1,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,['Coffee & Tea']
Bear Down Kitchen,"565 N Cherry Ave, Ste 440",Tucson,AZ,85721,32.2293676,-110.9482284,3.0,7,40.0,0.0,1,0,1,0,2.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Buffets', 'Breakfast & Brunch']"
Popeyes Louisiana Kitchen,5757 Read Blvd,New Orleans,LA,70127,30.036139,-89.9746985,2.5,24,40.0,16.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['American (Traditional)', 'Chicken Wings', 'Fast Food']"
Tamarind Tree Cafe,"8875 Hidden River Pkwy, Ste 125",Tampa,FL,33637,28.0720014,-82.3595562,4.0,9,43.0,18.0,1,0,0,0,2.0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,['Cafes']
Cafe Amore Bistro,12118 90 Street,Edmonton,AB,T5B 3Z3,53.5754674,-113.479941,5.0,9,44.0,8.0,1,1,0,0,2.0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Cafes', 'Coffee & Tea', 'Italian', 'Local Flavor']"
The Ranch Scottish Highland Burgers,6935 W Overland Rd,Boise,ID,83709,43.5891198,-116.2675948,4.5,103,43.0,18.0,1,1,1,0,1.0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,['Burgers']
Sup & Jus,7000 Hollister Ave,Goleta,CA,93117,34.4304533,-119.8723449,4.0,33,40.0,16.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Salad', 'Sandwiches', 'Juice Bars & Smoothies', 'Soup']"
Chuck E Cheese,14231 137 Avenue NW,Edmonton,AB,T5L 5E8,53.5980544,-113.5680557,3.5,7,43.0,18.0,1,1,0,1,2.0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,['Pizza']
IHOP,4765 Calle Real,Santa Barbara,CA,93110,34.44335,-119.78812,2.5,113,39.0,16.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['American (Traditional)', 'Breakfast & Brunch', 'American (New)', 'Burgers']"
J's Seafood Dock,"1100 N Peters St, Ste 25",New Orleans,LA,70116,29.9602256734,-90.0590971112,4.0,333,45.0,18.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['Cajun/Creole', 'Seafood']"
Mike's Deli,203 State Rd,Croydon,PA,19021,40.0857732,-74.9095735,4.0,10,43.0,18.0,0,1,0,0,1.0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,['Delis']
Marrakesh,517 S Leithgow St,Philadelphia,PA,19147,39.9420436,-75.1495102,4.5,659,50.0,20.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Mediterranean', 'Moroccan']"
Ponti's Steaks and Spuds,523 Fayette St,Conshohocken,PA,19428,40.077611,-75.302099,3.5,33,45.0,18.0,1,1,1,0,1.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Food Delivery Services', 'Cheesesteaks']"
Skippers Seafood & Chowder House,5588 W Fairview Ave,Boise,ID,83706,43.6192519,-116.2508259,3.5,41,45.0,18.0,1,1,1,1,2.0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"['Seafood', 'Burgers', 'Fish & Chips']"
The Captain's Boil,2051 - 98 Northwest St,Edmonton,AB,T6N 1K2,53.4507197,-113.4838947,3.5,64,45.0,18.0,0,0,0,0,3.0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Cajun/Creole', 'Seafood', 'Asian Fusion']"
Wendy's,2008 Route 206 South,Bordentown,NJ,08505,40.11992,-74.707582,2.0,30,35.0,14.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Hot Dogs', 'American (New)', 'Burgers', 'Fast Food']"
Restaurant des Familles,7163 Barataria Blvd,Marrero,LA,70072,29.7781689,-90.0985908,4.0,167,50.0,20.0,1,1,1,1,2.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Cajun/Creole', 'Seafood']"
Char Restaurant,3988 Hillsboro Pk,Nashville,TN,37215,36.104644372,-86.8142720942,4.0,148,43.0,18.0,1,1,1,0,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Seafood', 'Southern', 'Steakhouses']"
Evergreen Café,"216 S Mill Rd, Ste 111",Kennett Square,PA,19348,39.8436062558,-75.7205625764,4.5,15,24.0,16.0,1,1,0,0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Juice Bars & Smoothies', 'Cafes']"
SF Kitchen,1775 Mill St,Reno,NV,89502,39.5225679166,-119.7895470525,4.5,269,36.0,9.0,1,1,1,1,2.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Vietnamese', 'Chinese']"
Joe's Crab Shack,7303 US Hwy 31 South,Indianapolis,IN,46227,39.661742,-86.143827,3.0,28,43.0,18.0,1,1,1,1,2.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"['American (Traditional)', 'Seafood']"
Los Caballos Locos,101 W Ritner St,Philadelphia,PA,19148,39.9179108,-75.1491694,4.5,31,36.0,18.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"['Salvadoran', 'Desserts', 'Mexican', 'Southern', 'Latin American']"
P’sghetti’s,15069 Manchester Rd,Ballwin,MO,63011,38.5933035,-90.5495306,4.5,5,45.0,18.0,1,0,0,0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Sandwiches', 'Italian']"
Bella Kouzina,"737 Main St, Ste 100",Safety Harbor,FL,34695,27.9911104,-82.6948291,3.0,10,45.0,9.0,0,1,1,0,2.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Greek', 'Italian']"
Cafe Noir,3244 Severn Ave,Metairie,LA,70002,30.0091017,-90.1595721,4.0,7,39.0,15.0,1,1,1,0,1.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,['American (New)']
Mojito Cuba Caribe,90 S Main St,New Hope,PA,18938,40.3616441,-74.9503996,3.0,117,49.0,19.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Ethnic Food', 'Caribbean', 'Mexican', 'Spanish', 'Specialty Food', 'Cuban']"
Auntie's Soul Food & More,"1006 E Hillsborough Ave, Ste A",Tampa,FL,33604,27.9964065,-82.4496968,3.5,13,39.0,9.0,1,1,1,0,1.0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,['Soul Food']
Newk's Eatery,"2613 Gulf To Bay Blvd, Ste 1650",Clearwater,FL,33759,27.9600016,-82.7287208,4.0,178,43.0,18.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Sandwiches', 'Salad', 'American (New)', 'American (Traditional)', 'Pizza']"
Crispers,1203 S Dale Mabry Hwy,Tampa,FL,33629,27.9316076,-82.507166,3.5,45,50.0,19.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"['Soup', 'Creperies', 'American (New)', 'Sandwiches', 'Salad']"
Johnny Rockets,"825 E University Blvd, Ste 121",Tucson,AZ,85719,32.2319789,-110.9590517,2.5,14,43.0,18.0,1,1,1,0,1.0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"['American (Traditional)', 'Burgers']"
Sansom Kabob House,1526 Sansom St,Philadelphia,PA,19102,39.950303,-75.166856,4.0,128,55.0,9.0,1,1,1,0,2.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Vegetarian', 'Middle Eastern']"
West Side Gravy,714 Haddon Ave,Collingswood,NJ,08108,39.9157992,-75.0685817,3.0,64,36.0,18.0,1,1,1,0,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,['American (New)']
Taco Bell,13440 E Mary Ann Cleveland Way,Vail,AZ,85641,32.0503100781,-110.7071915491,3.5,5,35.0,14.0,1,0,0,0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Mexican', 'Tacos', 'Fast Food']"
Banks Street Bar,4401 Banks St,New Orleans,LA,70119,29.9745298,-90.1064752,3.5,42,40.0,16.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Arts & Entertainment', 'Bars', 'Music Venues', 'Dive Bars', 'Nightlife', 'American (Traditional)']"
KFC,6595 Park Blvd,Pinellas Park,FL,33781,27.8396878,-82.728184,2.0,37,50.0,20.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['Chicken Shop', 'Chicken Wings', 'Fast Food']"
Mr Baja Fish,4579 S 12th Ave,Tucson,AZ,85714,32.1680084,-110.9771731,4.5,9,45.0,18.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Seafood', 'Mexican']"
Hardee's,519 Belt Line Rd,Collinsville,IL,62234,38.6913172938,-89.9802248687,2.5,5,40.0,16.0,1,0,1,0,1.0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Fast Food', 'Burgers']"
Pats Pizzeria,539 Chews Landing Rd,Lindenwold,NJ,08021,39.811479,-75.015283,2.5,30,42.0,17.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Pizza', 'Chicken Wings', 'Salad', 'Sandwiches', 'Cheesesteaks']"
Indy 500 Grill,7800 Col H Weir Cook Memorial Dr,Indianapolis,IN,46241,39.714644,-86.298229,3.0,40,43.0,18.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Diners', 'Burgers']"
Marina Restaurant,25 Causeway Blvd,Clearwater,FL,33767,27.9768206,-82.8261957,4.5,5,43.0,18.0,1,1,1,0,1.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,['American (Traditional)']
Compère Lapin,535 Tchoupitoulas St,New Orleans,LA,70130,29.9479047,-90.067498,4.5,804,41.0,20.0,1,1,1,1,3.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Personal Chefs', 'Caribbean', 'American (New)', 'American (Traditional)', 'French']"
Mary Brown's Famous Chicken & Taters,4004 50 Street NW,Edmonton,AB,T6L 5N3,53.4763431,-113.4175718,3.0,16,45.0,18.0,1,1,0,1,1.0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Fast Food', 'American (New)', 'Canadian (New)']"
Black Diamond BBQ & Catering,"6404 Rucker Rd, Ste 105",Indianapolis,IN,46220,39.872923,-86.0803828,4.0,90,36.0,18.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,['Barbeque']
Firehouse Subs,4576 S Emerson Ave,Indianapolis,IN,46203,39.7006312,-86.0830416,3.5,39,47.0,20.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Sandwiches', 'Fast Food', 'Delis']"
El Fogón Latino,8026 118 Avenue,Edmonton,AB,T5B 0R8,53.5712339,-113.46484,4.5,19,40.0,16.0,1,1,0,0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Latin American', 'Venezuelan']"
Bubba Gump Shrimp Co.,2393-8882 170 St NW,Edmonton,AB,T5T 4M2,53.5224467245,-113.627608,2.5,132,45.0,18.0,1,1,1,0,2.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,['Seafood']
Glory Days Grill,4088 Park St N,St. Petersburg,FL,33709,27.8096646,-82.7548261,3.5,58,44.0,17.0,1,1,1,0,2.0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['American (Traditional)', 'Bars', 'Sports Bars', 'Nightlife', 'Chicken Wings']"
Papa John's Pizza,"3915 South Madison Ave, Suite 4, Ste 4",Indianapolis,IN,46227,39.709428,-86.1419784,2.5,14,40.0,20.0,1,1,1,1,1.0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,['Pizza']
IHOP,"3921 Calgary Trail, South Park Centre, South Park Centre",Edmonton,AB,T6H 4J8,53.4743722288,-113.4942019901,3.0,76,45.0,16.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Breakfast & Brunch', 'American (Traditional)']"
Le Gourmet,115 S Main St,North Wales,PA,19454,40.211082,-75.277589,2.5,24,43.0,18.0,1,1,1,0,2.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,['Mediterranean']
